seed: 0
C: 5
samplesizes: [50, 65, 80, 94, 109, 123, 138, 152, 167, 181, 196, 210, 225, 239, 254, 268, 283, 297, 312, 326, 341, 355, 370, 384, 399, 413, 428, 442, 457, 471, 486, 500]
ratios:
(50, 1.0258502009567585)
(50, 1.0056856585229672)
(50, 1.003368695963149)
(50, 1.0195055524858558)
(50, 1.000946568875904)
(50, 1.0100730449774138)
(50, 1.0022060803060475)
(50, 1.0038240616799332)
(50, 1.0065136053034982)
(50, 1.0035147204476136)
(50, 1.0271212100798741)
(50, 1.0126609560986986)
(50, 1.0056317052409602)
(50, 1.0084666884909945)
(50, 1.0015513094565278)
(50, 1.0071594633067282)
(50, 1.0046916104201766)
(50, 1.0157641838135698)
(50, 1.0545130548441075)
(50, 1.0005299411450705)
(50, 1.017471501680807)
(50, 1.0193178004484627)
(50, 1.0262491531336446)
(50, 1.0031509924324993)
(50, 1.024782707712878)
(50, 1.008874447798616)
(50, 1.0712830982442632)
(50, 1.019613823140884)
(50, 1.0155578952994357)
(50, 1.0002398782842947)
(50, 1.001669281769802)
(50, 1.001888788112413)
(65, 1.00761334659529)
(65, 1.0032554136924843)
(65, 1.0072995798861024)
(65, 1.002790347664414)
(65, 1.0032722871942097)
(65, 1.0068297228691512)
(65, 1.0041587747666896)
(65, 1.0118945182926486)
(65, 1.0008512442723996)
(65, 1.0037400758126962)
(65, 1.000699014387666)
(65, 1.0002396393469537)
(65, 1.0178659121529983)
(65, 1.0243461803518872)
(65, 1.0002483950501697)
(65, 1.000878122082159)
(65, 1.0010383338713422)
(65, 1.0011657191125811)
(65, 1.0009311739910103)
(65, 1.0152903418500632)
(65, 1.003704397446137)
(65, 1.002993977305975)
(65, 1.0045573124304117)
(65, 1.0079927183732869)
(65, 1.0031680866836308)
(65, 1.0007060434884285)
(65, 1.0000580100699519)
(65, 1.0017359478043915)
(65, 1.0005838832905873)
(65, 1.016752191878846)
(65, 1.0017217521101427)
(65, 1.0016024160280814)
(80, 1.0004659204566242)
(80, 1.0080173746584393)
(80, 1.0000615291883974)
(80, 1.0013503349871284)
(80, 1.002675520846342)
(80, 1.0005296698774777)
(80, 1.0065961130290297)
(80, 1.0008960209126776)
(80, 1.001623726575748)
(80, 1.0047360541698644)
(80, 1.0046976367277587)
(80, 1.0037879795996612)
(80, 1.0039704011117685)
(80, 1.0005681380306986)
(80, 1.0001406570030555)
(80, 1.0072764301472654)
(80, 1.0037059336017422)
(80, 1.0004140725692026)
(80, 1.000546500927607)
(80, 1.0041147539038635)
(80, 1.008023029977081)
(80, 1.0046016379871172)
(80, 1.0160185348931994)
(80, 1.0004803448169095)
(80, 1.0037718015308634)
(80, 1.0015326045031412)
(80, 1.0000468007978183)
(80, 1.0083890893307053)
(80, 1.0015815925083666)
(80, 1.0007530016621948)
(80, 1.0000621877519884)
(80, 1.0003458751125458)
(94, 1.010747665553922)
(94, 1.0008295698552405)
(94, 1.0119975212129941)
(94, 1.003902422748794)
(94, 1.0014078268548459)
(94, 1.00671552282579)
(94, 1.0041623025580724)
(94, 1.0026657447691691)
(94, 1.0014706509627815)
(94, 1.0006944881683004)
(94, 1.0113185536457505)
(94, 1.0000621451992115)
(94, 1.0025279929924786)
(94, 1.0005217869360625)
(94, 1.0048054648280755)
(94, 1.0010446332972598)
(94, 1.0012270291583618)
(94, 1.0025310189539618)
(94, 1.0003433841186546)
(94, 1.0001130704594061)
(94, 1.0004171536668847)
(94, 1.0018965766805352)
(94, 1.0025377533345372)
(94, 1.0071475669490353)
(94, 1.0001161735194906)
(94, 1.0027195879999067)
(94, 1.0023829267347293)
(94, 1.0087975427521698)
(94, 1.0004688761476168)
(94, 1.0004368806106643)
(94, 1.0140171115927705)
(94, 1.00231305166856)
(109, 1.0046840897881497)
(109, 1.0001304838239229)
(109, 1.008234737165136)
(109, 1.0000260931496627)
(109, 1.0002797591010049)
(109, 1.0013631333539599)
(109, 1.0001798902688048)
(109, 1.000616360938347)
(109, 1.008280184703551)
(109, 1.0005128140737183)
(109, 1.0012623097085578)
(109, 1.00010604544049)
(109, 1.0048607369422755)
(109, 1.0019557473751963)
(109, 1.0010345863815835)
(109, 1.0014160687136742)
(109, 1.0006330172122773)
(109, 1.0032690203200516)
(109, 1.0034545428204376)
(109, 1.001192322341949)
(109, 1.0039388238056797)
(109, 1.007761103970269)
(109, 1.0100824109813953)
(109, 1.0013627124666082)
(109, 1.002673539649677)
(109, 1.0067601387976983)
(109, 1.0013320317937642)
(109, 1.0075935997352665)
(109, 1.0013009274125653)
(109, 1.0007739992709546)
(109, 1.0012392850766216)
(109, 1.0002689380440268)
(123, 1.0000801224788165)
(123, 1.0010710194250825)
(123, 1.0007659852067563)
(123, 1.001155103559112)
(123, 1.0247591436590318)
(123, 1.0015724229829666)
(123, 1.0017092610250067)
(123, 1.000704110712937)
(123, 1.00041692126975)
(123, 1.0019165172219209)
(123, 1.004780560168185)
(123, 1.0019619242330746)
(123, 1.0007501906237477)
(123, 1.0019164110441807)
(123, 1.0044761970835907)
(123, 1.000199473512873)
(123, 1.0007593967563428)
(123, 1.0004494081958162)
(123, 1.0009610336383319)
(123, 1.0001716305925363)
(123, 1.0040374000484276)
(123, 1.0001927363303798)
(123, 1.0013186976571613)
(123, 1.0017794694895241)
(123, 1.0019933494376958)
(123, 1.0044925281976276)
(123, 1.0002266750275461)
(123, 1.0008936381073008)
(123, 1.0001176222466113)
(123, 1.0002085776018286)
(123, 1.0014427765522724)
(123, 1.0024904434935993)
(138, 1.0026516686211593)
(138, 1.0001618933588978)
(138, 1.0031718325855865)
(138, 1.0002381290712221)
(138, 1.0011913194511277)
(138, 1.0007804858302798)
(138, 1.0053442969086177)
(138, 1.000161702476429)
(138, 1.0020598810493104)
(138, 1.000781296260743)
(138, 1.0004581661514598)
(138, 1.0000051767997575)
(138, 1.0004542943400283)
(138, 1.0003709982737803)
(138, 1.002297271241365)
(138, 1.0006814135513868)
(138, 1.0002252677170707)
(138, 1.0023656457080188)
(138, 1.0001810330921628)
(138, 1.003694246580721)
(138, 1.000539632697169)
(138, 1.0018345200388974)
(138, 1.0001805185470385)
(138, 1.0062004206368873)
(138, 1.000570474038571)
(138, 1.000156822439171)
(138, 1.0014241284781924)
(138, 1.0002513296415099)
(138, 1.0000948801630765)
(138, 1.0000744480105173)
(138, 1.000943718689001)
(138, 1.0002713120216749)
(152, 1.0003759647048889)
(152, 1.000129992768572)
(152, 1.000108189462531)
(152, 1.0004118240683442)
(152, 1.0000596956234078)
(152, 1.0042085600217125)
(152, 1.001663149894344)
(152, 1.0002350343127764)
(152, 1.0001277310315642)
(152, 1.0011199037605916)
(152, 1.0003474868499171)
(152, 1.0000571510167897)
(152, 1.0000569006845779)
(152, 1.000244784519989)
(152, 1.0008423054391165)
(152, 1.0002976071088572)
(152, 1.003375700810963)
(152, 1.0026475271062218)
(152, 1.0053480442915346)
(152, 1.0002463868606761)
(152, 1.0008154718128581)
(152, 1.000338720646484)
(152, 1.004371917613373)
(152, 1.0002173828042122)
(152, 1.0000880922034712)
(152, 1.0001247013824497)
(152, 1.0005700750063653)
(152, 1.0001482168376779)
(152, 1.0002845821143314)
(152, 1.0002176545115091)
(152, 1.0004114593701199)
(152, 1.0003181296115327)
(167, 1.0006284520343962)
(167, 1.000419897459556)
(167, 1.002388801494417)
(167, 1.0007479392932936)
(167, 1.0000701729738013)
(167, 1.0002923735315925)
(167, 1.0000831540528117)
(167, 1.0007106914278638)
(167, 1.000398361433213)
(167, 1.0031246334216923)
(167, 1.0009004371062078)
(167, 1.000921500789821)
(167, 1.0002260949277253)
(167, 1.0002122583061004)
(167, 1.000154747593703)
(167, 1.00003051311718)
(167, 1.0000877962200037)
(167, 1.0003026561079083)
(167, 1.0035635791202226)
(167, 1.0052227988436557)
(167, 1.0013274063670263)
(167, 1.000163228134811)
(167, 1.0010025367100037)
(167, 1.0007544702681583)
(167, 1.0002913179298634)
(167, 1.0007987070860964)
(167, 1.000748434642139)
(167, 1.0009457054905975)
(167, 1.0003443973608097)
(167, 1.0004484279833423)
(167, 1.0006151921478306)
(167, 1.0002863407467577)
(181, 1.0001984070996544)
(181, 1.0005322119545437)
(181, 1.0001645375359713)
(181, 1.00082513575897)
(181, 1.0002271720819944)
(181, 1.0000488225661786)
(181, 1.0000652970579964)
(181, 1.0002440401915882)
(181, 1.000484933810843)
(181, 1.0011306854955822)
(181, 1.001737618338825)
(181, 1.000500554568662)
(181, 1.0001663929469078)
(181, 1.0008778981085191)
(181, 1.0002375702010695)
(181, 1.0001698663412106)
(181, 1.0002468578155712)
(181, 1.000397515570763)
(181, 1.0005181227477349)
(181, 1.0000473690336278)
(181, 1.0001334203738188)
(181, 1.0015194559207898)
(181, 1.0001499829260434)
(181, 1.000219317819234)
(181, 1.0008978875903345)
(181, 1.0000097151067358)
(181, 1.0002913116383643)
(181, 1.0021216165771185)
(181, 1.0003017632332276)
(181, 1.0001061256316257)
(181, 1.0027393720243034)
(181, 1.000015292369369)
