seed: 0
C: 5
samplesizes: [50, 65, 80, 94, 109, 123, 138, 152, 167, 181, 196, 210, 225, 239, 254, 268, 283, 297, 312, 326, 341, 355, 370, 384, 399, 413, 428, 442, 457, 471, 486, 500]
ratios:
(50, 1.1411817610371258)
(50, 1.116078056406325)
(50, 1.0631353674989779)
(50, 1.1236625587160372)
(50, 1.3016386902479646)
(50, 1.123500904476736)
(50, 1.4105374511633046)
(50, 1.0631143414546853)
(50, 1.1661719327422582)
(50, 1.274411893642261)
(50, 1.1003148508482303)
(50, 1.1517946153259442)
(50, 1.0876269297162948)
(50, 1.1540247216160189)
(50, 1.2568953607732065)
(50, 1.0738965049380174)
(50, 1.09468896113814)
(50, 1.0920280685407604)
(50, 1.219360162096078)
(50, 1.0810619122895413)
(50, 1.3005897486314755)
(50, 1.4295427228851714)
(50, 1.1071869175976203)
(50, 1.1533456683438585)
(50, 1.1334912183035353)
(50, 1.1233375646456432)
(50, 1.1059949173471348)
(50, 1.2895006796245756)
(50, 1.092142540450665)
(50, 1.6542886219828)
(50, 1.09842729198133)
(50, 1.1505755457304625)
(65, 1.1755954033998919)
(65, 1.1166648987746686)
(65, 1.145035048651822)
(65, 1.1674704825122193)
(65, 1.072478377156369)
(65, 1.140396863684356)
(65, 1.083606121379159)
(65, 1.077942730449348)
(65, 1.0497664816459562)
(65, 1.1186551615049256)
(65, 1.0663487887400125)
(65, 1.120263596709128)
(65, 1.1819276168110278)
(65, 1.0917412002401052)
(65, 1.1259310692604818)
(65, 1.1516486033398357)
(65, 1.1054911343857252)
(65, 1.167392487850658)
(65, 1.0893568269933618)
(65, 1.1657651957901936)
(65, 1.0917603551849049)
(65, 1.1124928530225955)
(65, 1.108903162641515)
(65, 1.041687444841614)
(65, 1.0748933917190169)
(65, 1.1222148392161373)
(65, 1.0425505698572197)
(65, 1.084807315208271)
(65, 1.1167973514314355)
(65, 1.0701990231583098)
(65, 1.101793369225938)
(65, 1.1782269862801413)
(80, 1.1410921971767787)
(80, 1.0212550507564315)
(80, 1.0493691228391764)
(80, 1.031449555164553)
(80, 1.0481198605913982)
(80, 1.1149211046200818)
(80, 1.035698022758998)
(80, 1.0923155859594567)
(80, 1.1182840322969847)
(80, 1.6317228955802507)
(80, 1.0795340068643744)
(80, 1.0992181793057303)
(80, 1.0630155150136558)
(80, 1.0478241244149264)
(80, 1.1725124989553013)
(80, 1.0346927537392403)
(80, 1.023965518136782)
(80, 1.0417992650879166)
(80, 1.159245953320822)
(80, 1.0480276677024714)
(80, 1.1926785429984046)
(80, 1.0686513382713645)
(80, 1.0222185109321937)
(80, 1.1097975979767958)
(80, 1.0545060912079836)
(80, 1.1067539281018144)
(80, 1.0998119304964578)
(80, 1.2727324443661787)
(80, 1.051496234203829)
(80, 1.1379268046042224)
(80, 1.1059561287108592)
(80, 1.19504896470415)
(94, 1.0429006347203185)
(94, 1.070584789402916)
(94, 1.2845035911473703)
(94, 1.0087047645092173)
(94, 1.0727582923365666)
(94, 1.1129811728014465)
(94, 1.0719012187017125)
(94, 1.0558674547654068)
(94, 1.1602709249994938)
(94, 1.0331864772390689)
(94, 1.218677908994179)
(94, 1.033972473093578)
(94, 1.0527584799637169)
(94, 1.0242445527103055)
(94, 1.146247721471794)
(94, 1.0603529819828528)
(94, 1.125031411629142)
(94, 1.053250741076365)
(94, 1.0434403963395167)
(94, 1.0422968005301338)
(94, 1.0866391423715183)
(94, 1.0533198404461137)
(94, 1.1215765544161806)
(94, 1.0520043756918733)
(94, 1.0698322985519482)
(94, 1.1515877947001765)
(94, 1.1139969922853286)
(94, 1.1484135400266717)
(94, 1.0688611061062276)
(94, 1.0490602922526717)
(94, 1.0896052512228738)
(94, 1.0797954621421264)
(109, 1.0537235620760073)
(109, 1.0188930105277416)
(109, 1.0889569250577125)
(109, 1.0398984661507904)
(109, 1.0597467562990148)
(109, 1.0437733394675834)
(109, 1.0326756410531261)
(109, 1.0226293391769332)
(109, 1.1197003555455676)
(109, 1.0616465356125717)
(109, 1.0426548512670146)
(109, 1.1510262325588296)
(109, 1.0233554710129453)
(109, 1.0738316437797901)
(109, 1.0371828824357137)
(109, 1.106359310319055)
(109, 1.1196622785533707)
(109, 1.0618539832416636)
(109, 1.0379632552729383)
(109, 1.0280730768340853)
(109, 1.018401713898271)
(109, 1.058209097799893)
(109, 1.0216136068916317)
(109, 1.053035136223983)
(109, 1.2396939608669373)
(109, 1.1592681167332937)
(109, 1.0732882825363703)
(109, 1.063508861852938)
(109, 1.0674364585073879)
(109, 1.038356303130239)
(109, 1.0439001929871836)
(109, 1.0613084428540311)
(123, 1.0377433318930163)
(123, 1.048367823647781)
(123, 1.0234627604211466)
(123, 1.081789316651601)
(123, 1.0496824908542903)
(123, 1.1263915626981353)
(123, 1.0395122989063956)
(123, 1.0405207961619964)
(123, 1.2030863984541824)
(123, 1.0557110855724607)
(123, 1.0307533432385332)
(123, 1.0395344456365085)
(123, 1.0560729170892442)
(123, 1.0527347063583852)
(123, 1.0429913817684426)
(123, 1.0214073454667865)
(123, 1.008494331288623)
(123, 1.0279077058644472)
(123, 1.1185173834738042)
(123, 1.037050807902446)
(123, 1.0205659121638926)
(123, 1.0625162097776597)
(123, 1.0989090229813583)
(123, 1.0520687521564207)
(123, 1.0800248215322903)
(123, 1.0382635660447057)
(123, 1.0707928264176523)
(123, 1.046369821545668)
(123, 1.0334369698208563)
(123, 1.059793262823931)
(123, 1.056857363285463)
(123, 1.0922661568323508)
(138, 1.025982817384686)
(138, 1.1160426020474794)
(138, 1.0508473205218631)
(138, 1.0210794597234496)
(138, 1.0485638639091426)
(138, 1.0641327157461191)
(138, 1.0294217365935785)
(138, 1.0276187897400948)
(138, 1.0579702741892147)
(138, 1.1057775992630783)
(138, 1.0125207051835665)
(138, 1.0660937151517336)
(138, 1.0946167726387197)
(138, 1.0369993279228455)
(138, 1.0350829933567962)
(138, 1.0580737130778421)
(138, 1.0343863327049114)
(138, 1.0594697187344446)
(138, 1.0458256758418683)
(138, 1.0484301140462529)
(138, 1.014061703964058)
(138, 1.023809337163447)
(138, 1.0482473581844096)
(138, 1.090647481361536)
(138, 1.0148495866558715)
(138, 1.0286571772128015)
(138, 1.1220908085220858)
(138, 1.0149757200498908)
(138, 1.0546240028900686)
(138, 1.037458742986529)
(138, 1.0394339986390073)
(138, 1.0340839511807614)
(152, 1.0328726955402774)
(152, 1.0343694402790864)
(152, 1.0180729514934197)
(152, 1.0229875916245506)
(152, 1.0306420305242863)
(152, 1.0405767304529057)
(152, 1.0389374792197748)
(152, 1.0705584634603484)
(152, 1.0354218394007937)
(152, 1.034316871334768)
(152, 1.0576009279364509)
(152, 1.0462308940156106)
(152, 1.0520158111869804)
(152, 1.014718607381026)
(152, 1.0660818339251292)
(152, 1.0482374678147137)
(152, 1.0171942872809667)
(152, 1.0591703940085087)
